1;7784667998374;98374;6081;1217
2;7406290334535;34535;307;62
3;7713946598374;65764;4600;920
4;8434945898033;98033;7078;8493
5;2216136598851;98111;6388;1278
6;8309845898463;98463;8480;12720
7;6141926798908;98908;7520;1504
8;6404495298033;98033;3842;769
9;4037938234523;34523;3278;4917
10;6431119234952;65764;3161;3793
11;6949357334952;34952;7852;9422
12;4269468734523;34523;5182;1037
13;5552185798904;98904;3425;685
14;5862347298033;98033;233;47
15;7560408798908;98908;8828;1766
16;6960255034523;34523;9319;13978
17;5645499898033;98033;9859;1972
18;5488337798463;98463;5248;1050
19;6535268198374;98374;362;73
20;7570824998904;33784;8457;1692
21;5901257934952;34952;3750;5625
22;6882654756784;56784;9725;1945
23;4202840634952;34952;9913;11895
24;5129424134535;34535;1751;351
25;2779549056784;56784;6303;7563
26;6811440368237;68237;2644;529
27;8834906656784;56784;1878;376
28;3520244798463;98463;3550;710
29;4253522656784;56784;7233;10849
30;6931523356784;56784;9451;1891
31;2615562998851;98851;2798;560
32;7065398398904;98904;5445;1089
33;3793540698904;98904;2436;488
34;6373545234523;34523;4229;846
35;2580222756784;56784;8229;12343
36;5006929898927;98927;980;196
37;3609406634523;98111;1070;214
38;6764777798033;98033;7681;1537
39;3730586998927;98927;4816;964
40;2286750634952;65764;3634;727
41;2704326098851;98851;6967;1394
42;8045367498922;98922;2904;581
43;5433333068237;68237;8086;1618
44;7946330298908;98908;1224;245
45;8460623256784;56784;6723;1345
46;7840168598927;98927;9357;11228
47;7935513698908;98908;4728;946
48;5433926598463;98463;5927;1186
49;5354162598927;98927;5940;1188
50;8832765798033;98033;6253;9379
51;7827225698463;98463;5742;1149
52;3516430498851;98851;2091;419
53;4801734698922;98922;10056;2012
54;2688170298463;98463;1890;2835
55;4592300034952;34952;5992;1199
56;8298611398922;98922;5261;1053
57;4497775434523;34523;8976;1796
58;5071327634952;34952;7367;1474
59;7472881198904;98904;6353;9529
60;8627103198908;98908;2618;524
61;4751072443564;43564;1968;394
62;8302042698033;98033;7427;8912
63;7340686298374;98374;7655;11482
64;7700011298463;98463;6246;1250
65;5366451698463;98463;4337;6505
66;1962385798851;98851;3387;678
67;6266783443564;43564;7011;1403
68;8623461034952;34952;3421;5131
69;2888310368237;68237;3123;3747
70;3008142568237;68237;707;142
71;8724516698374;33784;3418;684
72;6339371198033;98033;5838;1168
73;4181635498922;98922;631;127
74;7499943198033;98033;5242;1049
75;3649603134523;65764;5974;8961
76;3914376098463;98463;1926;386
77;4644161098463;98463;1405;281
78;8370008698927;98927;4802;7203
79;2469886698463;98463;9025;1805
80;4950413698927;98927;9146;1830
81;3674415434535;34535;3199;640
82;5124166756784;56784;2405;481
83;3478709898922;98922;9657;1932
84;7041426598908;98908;3102;3722
85;4523725043564;43564;3692;4430
86;7182826498922;98922;7438;1488
87;5462376898908;98908;1790;358
88;6619824643564;43564;338;68
89;7036748198033;98033;7826;1566
90;2849611834952;34952;4607;922
91;4756706698904;33784;7378;1476
92;4989512634535;34535;1509;302
93;4203399368237;68237;6554;1311
94;3453368898904;98904;6087;1218
95;6631572268237;68237;2001;401
96;3842095443564;43564;313;63
97;4574281798922;98922;7739;11608
98;8658663398908;98908;4166;834
99;7083625398033;98033;693;139
100;5729515198922;98922;7703;9243
101;2045470343564;97722;9476;1896
102;6330718898908;98908;6483;1297
103;5369922334952;34952;3356;4027
104;7274498498463;98463;8277;1656
105;3681730643564;43564;9437;1888
106;6583163156784;56784;8564;1713
107;2647038398927;98927;5469;8203
108;7361865234952;65764;2193;439
109;5503651798904;98904;2107;422
110;2963727856784;97722;1112;223
111;3455668434952;97722;896;180
112;3127247198463;98463;7082;1417
113;7333073168237;65764;1929;2893
114;3567953498033;98033;259;52
115;3436540898908;98908;5733;1147
116;2383943298374;98374;461;93
117;2850094734952;33784;4917;7375
118;7933933934952;34952;9256;1852
119;6334278834523;34523;559;112
120;6170181056784;56784;6727;10090
121;4008294898927;98927;1689;338
122;3602727334523;34523;4995;999
123;8632073868237;68237;3562;713
124;7184478043564;43564;7259;1452
125;8188030798922;98922;859;172
126;4146554968237;98111;1643;329
127;3826842898851;98851;3594;719
128;5207312098033;98033;2833;567
129;3216502998927;98927;2296;460
130;7814256568237;68237;5337;8005
131;4272260398927;98927;8233;1647
132;6936072198908;98908;7949;9538
133;7301479334523;34523;9881;1977
134;6719064234523;34523;338;68
135;6169776698908;98908;4955;991
136;7426940498033;98033;9427;1886
137;5989328143564;43564;1255;1882
138;5536576198033;98033;7721;1545
139;4957616934523;34523;4390;5268
140;7713623098927;98927;5466;1094
141;4913181398908;98908;8049;12073
142;5008051098922;98922;6782;1357
143;8637592443564;43564;5089;1018
144;3931072698908;98908;4504;901
145;7660583468237;68237;2750;550
146;5373644798463;98463;6110;1222
147;5499883234535;34535;8520;1704
148;4925422498851;98851;692;139
149;2666187656784;56784;1031;207
150;7170579598463;98463;357;72
151;8440182698374;98374;3751;751
152;5102076443564;43564;6779;1356
153;5262436034535;34535;5081;1017
154;4699849598374;98374;3730;746
155;8626093643564;43564;5169;1034
156;5107225698463;98463;6408;1282
157;6481088698463;98463;9826;1966
158;8671330698904;98904;3298;660
159;5561960098908;98908;1746;2095
160;6196879834535;34535;4902;981
161;5377105734535;34535;2248;450
162;7301231198908;98908;8793;13189
163;7384407098927;98927;3824;765
164;3918414998463;98463;8903;1781
165;8164685034952;34952;2726;546
